hip,ra,dec,radeg,decdeg
74712,15 16 07.92,-65 14 47.7,229.033,-65.247
74713,15 16 08.38,+15 32 29.4,229.035,15.541
74714,15 16 08.55,-37 30 04.9,229.036,-37.501
74715,15 16 08.67,-21 21 59.6,229.036,-21.367
74716,15 16 10.47,-43 29 05.9,229.044,-43.485
74717,15 16 10.48,-32 53 32.7,229.044,-32.892
74718,15 16 11.23,+10 49 32.8,229.047,10.826
74719,15 16 11.81,-69 45 01.1,229.049,-69.75
74721,15 16 12.38,-29 35 20.3,229.052,-29.589
74722,15 16 12.46,+30 55 39.2,229.052,30.928
74723,15 16 13.65,-31 49 48.2,229.057,-31.83
74724,15 16 15.58,-67 29 04.6,229.065,-67.485
74725,15 16 17.11,-48 02 40.6,229.071,-48.045
74726,15 16 18.13,-71 10 36.2,229.076,-71.177
74727,15 16 19.60,+44 34 50.0,229.082,44.581
74728,15 16 19.73,-18 37 44.5,229.082,-18.629
74729,15 16 21.19,-62 21 48.2,229.088,-62.363
∗74730,15 16 21.57,+37 04 10.1,229.09,37.069
∗74731,15 16 21.55,-54 08 03.4,229.09,-54.134
74732,15 16 23.03,-22 23 57.9,229.096,-22.399
74733,15 16 23.96,-77 21 15.0,229.1,-77.354
74734,15 16 25.63,+16 47 40.9,229.107,16.795
74735,15 16 26.05,+19 09 32.2,229.109,19.159
74736,15 16 26.96,-32 39 11.3,229.112,-32.653
74737,15 16 27.00,+34 56 00.4,229.113,34.933
74738,15 16 27.51,+38 47 25.0,229.115,38.79
74739,15 16 28.51,+16 26 39.8,229.119,16.444
74740,15 16 28.56,-44 30 13.1,229.119,-44.504
74741,15 16 29.95,+23 32 42.0,229.125,23.545
74742,15 16 31.28,-55 36 38.9,229.13,-55.611
74743,15 16 31.39,-13 13 02.3,229.131,-13.217
74744,15 16 31.79,-67 52 41.3,229.132,-67.878
74745,15 16 32.36,-39 33 39.3,229.135,-39.561
74746,15 16 33.18,+21 37 50.9,229.138,21.631
74747,15 16 33.70,-51 53 57.1,229.14,-51.899
74748,15 16 34.60,-47 41 49.0,229.144,-47.697
74749,15 16 35.79,+09 42 46.8,229.149,9.713
74750,15 16 36.69,-60 54 14.4,229.153,-60.904
74751,15 16 37.05,-68 18 12.1,229.154,-68.303
74752,15 16 37.17,-42 22 12.3,229.155,-42.37
74753,15 16 37.91,-67 39 38.5,229.158,-67.661
74754,15 16 39.22,-44 21 30.4,229.163,-44.358
74755,15 16 39.47,+47 37 51.1,229.164,47.631
74756,15 16 40.21,+60 05 57.5,229.168,60.099
74757,15 16 43.30,+25 13 05.5,229.18,25.218
74758,15 16 43.72,+45 49 40.8,229.182,45.828
74759,15 16 45.00,-69 52 39.9,229.188,-69.878
74760,15 16 45.20,-20 00 04.8,229.188,-20.001
74761,15 16 45.25,-00 03 09.0,229.189,-0.053
74762,15 16 46.79,-53 13 25.6,229.195,-53.224
74763,15 16 47.09,+75 15 33.6,229.196,75.259
74764,15 16 48.47,-10 30 22.6,229.202,-10.506
74765,15 16 48.59,-13 02 21.1,229.202,-13.039
74766,15 16 49.93,-51 02 51.2,229.208,-51.048
74767,15 16 50.24,+57 51 20.0,229.209,57.856
74768,15 16 50.52,+02 42 33.7,229.21,2.709
74769,15 16 51.84,-47 51 52.2,229.216,-47.864
74770,15 16 52.53,+57 22 43.2,229.219,57.379
74771,15 16 53.07,-08 17 06.1,229.221,-8.285
74772,15 16 53.40,-49 34 17.4,229.222,-49.572
∗74773,15 16 53.86,+25 45 14.8,229.224,25.754
∗74774,15 16 53.77,-11 00 47.2,229.224,-11.013
74775,15 16 55.08,-46 12 08.3,229.23,-46.202
74776,15 16 55.60,+14 13 29.4,229.232,14.225
74777,15 16 55.91,-05 50 36.1,229.233,-5.843
74778,15 16 56.90,-60 57 26.1,229.237,-60.957
74779,15 16 57.97,-30 22 02.5,229.242,-30.367
74780,15 16 58.90,+28 29 01.8,229.245,28.484
74781,15 16 58.96,+19 38 43.9,229.246,19.646
74782,15 16 59.41,-38 26 51.3,229.248,-38.448
74783,15 16 59.54,-14 35 53.7,229.248,-14.598
74784,15 16 59.91,-61 07 14.1,229.25,-61.121
74785,15 17 00.47,-09 22 58.3,229.252,-9.383
∗74786,15 17 01.57,-15 34 38.6,229.257,-15.577
∗74787,15 17 01.53,-39 56 38.7,229.256,-39.944
74788,15 17 03.93,-37 43 28.7,229.266,-37.725
74789,15 17 03.94,+41 17 08.5,229.266,41.286
74790,15 17 04.23,+05 29 37.1,229.268,5.494
74791,15 17 04.72,-50 30 41.4,229.27,-50.511
74792,15 17 05.13,+28 50 53.7,229.271,28.848
74793,15 17 05.88,+71 49 26.0,229.274,71.824
74794,15 17 06.17,+17 04 00.0,229.276,17.067
74795,15 17 07.87,-56 23 02.4,229.283,-56.384
74796,15 17 09.37,+00 15 07.6,229.289,0.252
∗74797,15 17 10.72,-34 34 37.3,229.295,-34.577
∗74798,15 17 10.69,-73 40 43.5,229.295,-73.679
74799,15 17 11.09,+25 12 19.8,229.296,25.206
74800,15 17 13.64,-07 51 24.0,229.307,-7.857
74801,15 17 13.89,-66 05 32.2,229.308,-66.092
74802,15 17 14.72,+36 21 33.4,229.311,36.359
74803,15 17 15.10,+20 59 47.4,229.313,20.997
74804,15 17 15.76,-04 11 03.7,229.316,-4.184
74805,15 17 16.59,-08 37 31.0,229.319,-8.625
74806,15 17 16.82,+71 12 40.3,229.32,71.211
74807,15 17 17.47,-41 55 37.2,229.323,-41.927
74808,15 17 17.71,+62 46 15.7,229.324,62.771
74809,15 17 17.89,+11 08 03.9,229.325,11.134
74810,15 17 18.90,+42 33 57.0,229.329,42.566
74811,15 17 19.61,+05 41 39.1,229.332,5.694
74812,15 17 20.36,+77 11 09.5,229.335,77.186
74813,15 17 20.52,+04 58 15.7,229.335,4.971
74814,15 17 20.90,+09 22 47.0,229.337,9.38
74815,15 17 21.23,-27 59 49.8,229.338,-27.997
74816,15 17 21.44,-58 22 04.6,229.339,-58.368
74817,15 17 22.50,+43 47 36.9,229.344,43.794
74818,15 17 22.65,+74 02 42.2,229.344,74.045
74819,15 17 25.30,+07 39 49.2,229.355,7.664
74820,15 17 25.40,-54 14 14.6,229.356,-54.237
74821,15 17 27.68,+22 17 59.0,229.365,22.3
74822,15 17 28.58,+27 00 58.3,229.369,27.016
74823,15 17 29.09,-28 46 34.2,229.371,-28.776
74824,15 17 30.96,-58 48 03.2,229.379,-58.801
74825,15 17 32.11,-10 30 02.0,229.384,-10.501
74826,15 17 32.16,+29 36 10.3,229.384,29.603
∗74827,15 17 32.74,+30 10 53.2,229.386,30.181
∗74828,15 17 32.72,-07 30 33.7,229.386,-7.509
74829,15 17 34.21,-55 37 06.0,229.393,-55.618
∗74830,15 17 34.93,-24 28 38.0,229.396,-24.477
∗74831,15 17 34.92,-49 23 35.5,229.395,-49.393
74832,15 17 36.82,+07 50 40.7,229.403,7.845
74833,15 17 37.23,+35 09 34.7,229.405,35.16
74834,15 17 37.99,+69 09 17.1,229.408,69.155
74835,15 17 38.39,+47 44 22.8,229.41,47.74
74836,15 17 38.85,-31 27 32.1,229.412,-31.459
74837,15 17 38.89,-63 36 37.8,229.412,-63.611
74838,15 17 39.58,-17 11 49.2,229.415,-17.197
74839,15 17 39.89,-36 55 15.6,229.416,-36.921
74840,15 17 39.98,-26 15 07.3,229.417,-26.252
74841,15 17 40.45,-00 59 05.7,229.419,-0.985
∗74842,15 17 41.26,-05 12 08.6,229.422,-5.202
∗74843,15 17 41.24,-38 47 33.8,229.422,-38.793
74844,15 17 42.06,-49 54 41.3,229.425,-49.911
74845,15 17 42.24,-04 29 40.1,229.426,-4.494
74846,15 17 42.48,+03 46 41.1,229.427,3.778
74847,15 17 43.17,-39 48 43.1,229.43,-39.812
74848,15 17 43.35,+06 30 54.6,229.431,6.515
74849,15 17 43.99,-21 34 17.6,229.433,-21.572
74850,15 17 45.13,-24 25 43.3,229.438,-24.429
74851,15 17 45.63,-14 08 27.0,229.44,-14.141
74852,15 17 46.72,-65 46 35.4,229.445,-65.776
74853,15 17 47.85,-45 42 53.7,229.449,-45.715
74854,15 17 47.96,+39 53 17.8,229.45,39.888
∗74855,15 17 48.49,+13 10 25.0,229.452,13.174
∗74856,15 17 48.48,-45 55 20.3,229.452,-45.922
74857,15 17 49.84,-30 08 55.2,229.458,-30.149
74858,15 17 53.06,+33 35 39.6,229.471,33.594
74859,15 17 53.13,-52 17 11.3,229.471,-52.286
74860,15 17 53.25,-24 58 55.1,229.472,-24.982
74861,15 17 53.59,+19 28 55.7,229.473,19.482
74862,15 17 53.99,+68 15 28.8,229.475,68.258
74863,15 17 55.59,-39 12 44.3,229.482,-39.212
74864,15 17 56.02,-36 20 31.8,229.483,-36.342
74865,15 17 56.13,-30 28 41.2,229.484,-30.478
74866,15 17 57.50,+83 51 34.1,229.49,83.859
74867,15 17 58.04,+22 11 23.1,229.492,22.19
74868,15 17 59.67,+30 49 59.2,229.499,30.833
74869,15 18 00.26,-68 34 53.5,229.501,-68.582
74870,15 18 02.63,-23 28 18.7,229.511,-23.472
74871,15 18 03.09,-03 26 10.2,229.513,-3.436
74872,15 18 05.60,+00 48 31.3,229.523,0.809
74873,15 18 07.86,+51 37 01.5,229.533,51.617
74874,15 18 08.15,-70 17 31.6,229.534,-70.292
74875,15 18 09.39,-41 03 40.1,229.539,-41.061
74876,15 18 09.79,-47 53 59.8,229.541,-47.9
74877,15 18 10.00,-42 31 11.4,229.542,-42.52
74878,15 18 10.85,-44 47 36.7,229.545,-44.794
74879,15 18 11.26,+20 33 11.1,229.547,20.553
∗74880,15 18 11.40,+78 23 38.6,229.548,78.394
∗74881,15 18 11.36,+31 38 49.5,229.547,31.647
74882,15 18 11.73,+49 18 19.8,229.549,49.305
74883,15 18 13.72,-60 21 52.7,229.557,-60.365
74884,15 18 14.55,-05 14 34.7,229.561,-5.243
74885,15 18 14.97,+45 37 11.3,229.562,45.62
74886,15 18 15.91,+58 47 38.4,229.566,58.794
74887,15 18 16.20,-62 22 55.7,229.567,-62.382
74888,15 18 16.44,+18 51 17.4,229.569,18.855
74889,15 18 17.24,-01 35 54.1,229.572,-1.598
74890,15 18 17.43,-41 25 13.0,229.573,-41.42
74891,15 18 19.27,+24 59 49.9,229.58,24.997
74892,15 18 19.79,-20 51 39.1,229.582,-20.861
74893,15 18 20.19,+26 50 24.7,229.584,26.84
74894,15 18 22.10,-72 40 43.7,229.592,-72.679
74895,15 18 22.62,+00 56 22.0,229.594,0.939
74896,15 18 24.51,+20 34 22.1,229.602,20.573
74897,15 18 24.73,-12 55 29.3,229.603,-12.925
74898,15 18 25.24,-65 36 14.4,229.605,-65.604
74899,15 18 25.44,+28 39 14.8,229.606,28.654
74900,15 18 25.60,+08 45 48.7,229.607,8.764
74901,15 18 26.13,-00 27 40.5,229.609,-0.461
74902,15 18 26.48,-43 55 49.4,229.61,-43.93
74903,15 18 27.02,+08 45 23.4,229.613,8.757
74904,15 18 27.59,-00 47 09.7,229.615,-0.786
74905,15 18 29.54,+48 39 24.6,229.623,48.657
74906,15 18 30.20,-18 10 57.3,229.626,-18.183
74907,15 18 31.31,+01 46 11.1,229.63,1.77
74908,15 18 31.60,-09 47 02.6,229.632,-9.784
∗74909,15 18 31.95,+81 59 13.9,229.633,81.987
∗74910,15 18 31.80,-52 07 24.0,229.632,-52.123
74911,15 18 32.05,-47 52 30.7,229.634,-47.875
74912,15 18 32.52,-25 33 02.9,229.636,-25.551
74913,15 18 33.08,+65 25 15.4,229.638,65.421
74914,15 18 33.48,+34 03 04.5,229.639,34.051
74915,15 18 33.80,-47 52 44.9,229.641,-47.879
74916,15 18 34.04,+56 56 49.1,229.642,56.947
74917,15 18 35.12,-78 28 19.9,229.646,-78.472
74918,15 18 35.35,-08 23 50.1,229.647,-8.397
74919,15 18 35.68,-46 12 06.9,229.649,-46.202
74920,15 18 35.88,-24 14 57.1,229.649,-24.249
74921,15 18 37.29,+02 36 56.7,229.655,2.616
74922,15 18 37.54,+39 36 34.2,229.656,39.61
74923,15 18 37.60,-25 00 01.3,229.657,-25.0
74924,15 18 38.89,-02 48 02.0,229.662,-2.801
74925,15 18 39.05,-00 10 03.8,229.663,-0.168
74926,15 18 39.27,-18 37 32.6,229.664,-18.626
74927,15 18 39.36,+01 15 59.1,229.664,1.266
74928,15 18 39.67,+45 01 02.0,229.665,45.017
74929,15 18 41.31,-31 12 33.6,229.672,-31.209
74930,15 18 41.98,+10 25 39.7,229.675,10.428
74931,15 18 42.18,+10 25 26.7,229.676,10.424
74932,15 18 42.96,+03 44 07.9,229.679,3.736
74933,15 18 43.17,+25 46 18.4,229.68,25.772
74934,15 18 44.71,-27 58 09.8,229.686,-27.969
74935,15 18 45.51,+58 30 12.4,229.69,58.503
74936,15 18 46.04,-54 21 51.3,229.692,-54.364
74937,15 18 47.40,+36 26 54.5,229.697,36.448
74938,15 18 47.47,+59 31 16.4,229.698,59.521
74939,15 18 47.94,-22 44 58.3,229.7,-22.75
74940,15 18 47.97,-51 48 03.3,229.7,-51.801
74941,15 18 49.15,-60 29 46.8,229.705,-60.496
74942,15 18 50.17,+74 51 28.9,229.709,74.858
74943,15 18 51.27,+63 09 16.5,229.714,63.155
74944,15 18 51.38,+29 55 02.6,229.714,29.917
74945,15 18 51.50,+18 01 27.8,229.715,18.024
74946,15 18 54.69,-68 40 46.1,229.728,-68.679
74947,15 18 55.51,-67 00 53.9,229.731,-67.015
74948,15 18 55.54,-01 35 32.8,229.731,-1.592
74949,15 18 55.72,-29 13 16.8,229.732,-29.221
74950,15 18 56.39,-40 47 17.4,229.735,-40.788
74951,15 18 57.54,+04 33 02.3,229.74,4.551
74952,15 18 57.77,-04 32 44.1,229.741,-4.546
74953,15 18 57.96,-57 32 27.5,229.742,-57.541
74954,15 18 59.42,+25 41 31.2,229.748,25.692
74955,15 19 01.57,+06 59 17.2,229.757,6.988
74956,15 19 01.75,-41 20 22.2,229.757,-41.34
74957,15 19 01.83,+15 10 03.0,229.758,15.167
74958,15 19 02.79,+24 55 34.5,229.762,24.926
74959,15 19 05.44,-36 21 44.0,229.773,-36.362
74960,15 19 05.89,-45 56 45.4,229.775,-45.946
74961,15 19 06.20,+41 44 01.1,229.776,41.734
74962,15 19 07.11,-50 16 53.7,229.78,-50.282
74963,15 19 07.83,-63 57 31.5,229.783,-63.959
74964,15 19 07.87,+48 37 21.9,229.783,48.623
74965,15 19 08.58,-21 34 17.4,229.786,-21.572
74966,15 19 09.27,-69 07 50.8,229.789,-69.131
74967,15 19 09.45,-60 08 01.3,229.789,-60.134
74968,15 19 11.20,+37 29 17.0,229.797,37.488
74969,15 19 12.03,+38 24 45.2,229.8,38.413
74970,15 19 12.40,-41 18 54.7,229.802,-41.315
74971,15 19 13.20,+43 28 52.7,229.805,43.481
74972,15 19 14.63,-02 10 01.5,229.811,-2.167
74973,15 19 15.20,+32 51 28.9,229.813,32.858
74974,15 19 16.22,-55 31 42.5,229.818,-55.528
74975,15 19 18.58,+01 46 00.0,229.827,1.767
74976,15 19 18.77,+61 22 30.0,229.828,61.375
74977,15 19 18.91,+37 47 04.6,229.829,37.785
74978,15 19 18.98,+23 14 11.2,229.829,23.236
74979,15 19 19.93,-28 58 27.0,229.833,-28.974
74980,15 19 20.88,-35 42 19.4,229.837,-35.705
74981,15 19 21.25,+29 12 18.8,229.839,29.205
74982,15 19 21.80,-09 08 47.0,229.841,-9.146
74983,15 19 22.05,-60 22 30.7,229.842,-60.375
∗74984,15 19 22.42,-36 41 51.6,229.843,-36.698
∗74985,15 19 22.34,-34 01 56.7,229.843,-34.032
74986,15 19 22.64,-62 47 24.6,229.844,-62.79
74987,15 19 24.19,+50 12 52.6,229.851,50.215
74988,15 19 25.34,+37 16 31.3,229.856,37.275
74989,15 19 25.39,-03 49 02.2,229.856,-3.817
74990,15 19 26.21,-37 34 27.5,229.859,-37.574
74991,15 19 26.40,-38 50 13.8,229.86,-38.837
74992,15 19 26.75,-19 10 09.0,229.861,-19.169
74993,15 19 27.31,-48 30 29.6,229.864,-48.508
74994,15 19 27.33,-50 57 01.6,229.864,-50.95
74995,15 19 27.55,-07 43 19.3,229.865,-7.722
74996,15 19 27.78,+63 59 19.3,229.866,63.989
74997,15 19 28.51,+06 06 29.8,229.869,6.108
74998,15 19 28.54,+62 07 42.7,229.869,62.129
74999,15 19 29.08,-71 47 31.3,229.871,-71.792
75000,15 19 30.07,+32 30 53.6,229.875,32.515
75001,15 19 30.75,+46 40 33.7,229.878,46.676
75002,15 19 31.09,-49 37 19.7,229.88,-49.622
75003,15 19 31.78,-37 05 48.5,229.882,-37.097
75004,15 19 32.45,-51 45 34.3,229.885,-51.76
75005,15 19 35.83,+29 34 03.3,229.899,29.568
75006,15 19 37.22,+09 20 47.8,229.905,9.347
75007,15 19 37.24,-26 45 17.1,229.905,-26.755
75008,15 19 37.86,+59 51 24.0,229.908,59.857
75009,15 19 38.09,+09 51 18.7,229.909,9.855
75010,15 19 38.40,+39 40 05.5,229.91,39.668
75011,15 19 40.27,+31 50 31.8,229.918,31.842
75012,15 19 40.40,-24 16 11.7,229.918,-24.27
75013,15 19 40.54,+44 13 08.4,229.919,44.219
75014,15 19 43.01,+03 19 54.3,229.929,3.332
75015,15 19 43.95,-85 40 46.5,229.933,-85.68
75016,15 19 44.05,-30 04 03.6,229.934,-30.068
75017,15 19 44.31,-67 11 37.0,229.935,-67.194
75018,15 19 45.72,-66 29 45.7,229.94,-66.496
75019,15 19 45.81,-36 15 29.8,229.941,-36.258
75020,15 19 46.03,-67 11 26.8,229.942,-67.191
75021,15 19 46.11,+16 22 57.0,229.942,16.383
75022,15 19 47.88,+67 49 08.4,229.95,67.819
75023,15 19 48.25,-20 52 16.3,229.951,-20.871
75024,15 19 48.98,+52 17 14.4,229.954,52.287
75025,15 19 49.12,+44 56 07.9,229.955,44.936
75026,15 19 49.89,-06 29 00.6,229.958,-6.484
75027,15 19 50.15,-19 33 01.0,229.959,-19.55
75028,15 19 51.33,-11 10 47.1,229.964,-11.18
75029,15 19 52.41,-75 19 43.5,229.968,-75.329
75030,15 19 52.54,+62 28 26.9,229.969,62.474
75031,15 19 53.20,+67 00 56.2,229.972,67.016
75032,15 19 54.07,-60 33 40.5,229.975,-60.561
75033,15 19 55.22,+52 15 44.2,229.98,52.262
75034,15 19 55.40,-55 05 38.7,229.981,-55.094
75035,15 19 56.56,-30 06 24.6,229.986,-30.107
75036,15 19 58.85,-44 52 36.8,229.995,-44.877
75037,15 19 59.60,+60 20 22.7,229.998,60.34
75038,15 20 00.03,-08 39 40.4,230.0,-8.661
75039,15 20 02.34,+40 59 01.4,230.01,40.984
75040,15 20 02.73,-32 51 53.7,230.011,-32.865
75041,15 20 04.78,-22 53 46.1,230.02,-22.896
75042,15 20 05.12,+60 22 48.7,230.021,60.38
75043,15 20 05.14,+51 57 30.6,230.021,51.959
75044,15 20 05.76,+02 19 04.2,230.024,2.318
75045,15 20 05.93,-48 43 18.4,230.025,-48.722
75046,15 20 06.15,+14 33 39.8,230.026,14.561
75047,15 20 08.05,+17 14 43.7,230.034,17.245
75048,15 20 08.58,+16 11 07.7,230.036,16.185
75049,15 20 08.64,+29 36 58.7,230.036,29.616
75050,15 20 09.39,-13 11 29.9,230.039,-13.192
75051,15 20 09.44,-62 11 09.7,230.039,-62.186
75052,15 20 09.90,-65 04 35.2,230.041,-65.076
75053,15 20 12.19,-30 50 12.4,230.051,-30.837
75054,15 20 13.05,-57 23 52.6,230.054,-57.398
∗75055,15 20 13.55,+77 08 19.2,230.056,77.139
∗75056,15 20 13.41,-34 55 31.3,230.056,-34.925
∗75057,15 20 13.28,+30 41 44.3,230.055,30.696
75058,15 20 17.62,+27 44 58.9,230.073,27.75
75059,15 20 18.18,+32 02 40.4,230.076,32.045
75060,15 20 19.61,+29 44 36.2,230.082,29.743
75061,15 20 20.35,-00 27 28.0,230.085,-0.458
75062,15 20 20.53,-19 58 32.1,230.086,-19.976
75063,15 20 21.21,-75 33 50.5,230.088,-75.564
75064,15 20 22.04,-12 11 24.5,230.092,-12.19
75065,15 20 22.15,+53 08 52.4,230.092,53.148
75066,15 20 23.37,+16 33 19.7,230.097,16.555
75067,15 20 23.46,+02 38 00.9,230.098,2.634
75068,15 20 25.31,-74 00 32.6,230.105,-74.009
75069,15 20 26.05,+00 14 43.0,230.109,0.245
75070,15 20 26.15,-39 15 43.6,230.109,-39.262
75071,15 20 26.42,-62 06 15.5,230.11,-62.104
75072,15 20 28.35,-42 26 13.9,230.118,-42.437
75073,15 20 28.62,-42 34 22.0,230.119,-42.573
75074,15 20 30.33,+46 15 49.4,230.126,46.264
75075,15 20 31.20,-11 01 57.1,230.13,-11.033
75076,15 20 31.23,-08 04 41.7,230.13,-8.078
75077,15 20 31.44,-28 17 13.3,230.131,-28.287
75078,15 20 32.07,+81 02 34.9,230.134,81.043
75079,15 20 32.52,-59 32 37.5,230.136,-59.544
75080,15 20 33.54,-39 49 56.9,230.14,-39.832
∗75081,15 20 33.72,-09 43 04.5,230.141,-9.718
∗75082,15 20 33.66,-64 27 43.0,230.14,-64.462
75083,15 20 35.31,+40 29 35.4,230.147,40.493
75084,15 20 36.49,-05 07 11.1,230.152,-5.12
75085,15 20 37.37,-14 44 27.8,230.156,-14.741
75086,15 20 37.43,+46 55 32.6,230.156,46.926
75087,15 20 37.93,-00 20 53.4,230.158,-0.348
75088,15 20 38.10,+55 19 30.6,230.159,55.325
75089,15 20 38.90,-03 31 10.5,230.162,-3.52
75090,15 20 39.23,+15 22 50.7,230.163,15.381
75091,15 20 40.56,-67 28 53.4,230.169,-67.481
75092,15 20 41.44,-25 59 24.0,230.173,-25.99
75093,15 20 41.65,+44 26 04.7,230.174,44.435
75094,15 20 41.66,-16 25 35.2,230.174,-16.426
75095,15 20 42.82,-56 07 57.4,230.178,-56.133
75096,15 20 43.07,+08 54 49.7,230.179,8.914
75097,15 20 43.75,+71 50 02.3,230.182,71.834
75098,15 20 44.21,+56 47 08.1,230.184,56.786
75099,15 20 45.40,+41 14 47.7,230.189,41.247
75100,15 20 46.97,-40 53 52.3,230.196,-40.898
75101,15 20 47.17,-02 24 46.5,230.197,-2.413
75102,15 20 48.03,-44 13 43.8,230.2,-44.229
75103,15 20 48.24,+42 42 06.9,230.201,42.702
75104,15 20 50.20,+31 28 47.2,230.209,31.48
75105,15 20 51.78,+10 56 31.2,230.216,10.942
75106,15 20 51.98,+07 40 57.9,230.217,7.683
75107,15 20 52.88,+45 39 53.8,230.22,45.665
75108,15 20 53.06,-56 17 37.6,230.221,-56.294
75109,15 20 53.20,-44 37 15.9,230.222,-44.621
75110,15 20 53.68,-18 09 30.6,230.224,-18.159
75111,15 20 55.69,-43 28 54.4,230.232,-43.482
75112,15 20 57.18,-15 22 25.4,230.238,-15.374
75113,15 20 57.64,-74 43 16.2,230.24,-74.721
75114,15 20 58.00,-42 53 21.6,230.242,-42.889
75115,15 20 58.85,+50 46 28.2,230.245,50.774
75116,15 20 59.42,-13 10 42.1,230.248,-13.178
75117,15 20 59.66,+21 04 05.5,230.249,21.068
75118,15 21 01.36,-15 32 54.2,230.256,-15.548
75119,15 21 02.02,+00 42 56.1,230.258,0.716
75120,15 21 03.41,-33 21 43.5,230.264,-33.362
75121,15 21 03.72,+53 55 42.5,230.266,53.928
∗75122,15 21 04.66,-47 45 37.1,230.269,-47.76
∗75123,15 21 04.64,+48 13 30.6,230.269,48.225
75124,15 21 04.85,+25 33 31.2,230.27,25.559
75125,15 21 06.90,+24 57 29.0,230.279,24.958
75126,15 21 07.01,-00 13 52.8,230.279,-0.231
75127,15 21 07.64,-05 49 29.4,230.282,-5.825
75128,15 21 08.11,+10 03 55.0,230.284,10.065
75129,15 21 08.70,+13 08 59.3,230.286,13.15
75130,15 21 09.23,-69 59 17.2,230.288,-69.988
75131,15 21 09.38,-06 36 45.6,230.289,-6.613
75132,15 21 09.41,+25 34 02.8,230.289,25.567
∗75133,15 21 12.95,+05 22 58.4,230.304,5.383
∗75134,15 21 12.84,-54 17 30.1,230.304,-54.292
75135,15 21 14.07,+21 54 28.8,230.309,21.908
75136,15 21 17.30,-10 44 04.0,230.322,-10.734
75137,15 21 17.42,-18 13 04.4,230.323,-18.218
75138,15 21 19.44,-51 31 57.7,230.331,-51.533
75139,15 21 19.62,+23 10 51.3,230.332,23.181
75140,15 21 19.72,+13 31 01.0,230.332,13.517
75141,15 21 22.34,-40 38 50.9,230.343,-40.647
75142,15 21 22.59,-31 39 49.4,230.344,-31.664
75143,15 21 23.96,+31 22 02.7,230.35,31.367
75144,15 21 23.99,-20 23 18.3,230.35,-20.388
75145,15 21 25.07,-35 11 10.1,230.354,-35.186
75146,15 21 25.73,-37 55 50.3,230.357,-37.931
75147,15 21 26.95,+52 20 40.0,230.362,52.344
75148,15 21 29.44,+46 21 24.0,230.373,46.357
75149,15 21 29.81,-60 53 23.2,230.374,-60.89
75150,15 21 29.87,+53 03 50.3,230.374,53.064
75151,15 21 30.11,-38 13 07.1,230.375,-38.219
75152,15 21 30.52,+73 28 35.1,230.377,73.476
75153,15 21 30.70,-00 52 20.7,230.378,-0.872
75154,15 21 31.72,-12 05 28.3,230.382,-12.091
75155,15 21 32.41,-38 19 54.6,230.385,-38.332
∗75156,15 21 32.56,-05 14 34.2,230.386,-5.243
∗75157,15 21 32.56,+40 09 51.0,230.386,40.164
75158,15 21 32.84,-06 49 35.5,230.387,-6.827
∗75159,15 21 33.98,-22 20 36.2,230.392,-22.343
∗75160,15 21 33.94,+06 34 16.2,230.391,6.571
75161,15 21 34.30,-44 56 17.4,230.393,-44.938
75162,15 21 34.44,-27 55 23.5,230.393,-27.923
75163,15 21 34.56,+24 20 36.2,230.394,24.343
75164,15 21 35.31,-40 44 57.9,230.397,-40.749
75165,15 21 36.94,-50 01 48.0,230.404,-50.03
75166,15 21 37.81,+08 26 59.7,230.408,8.45
75167,15 21 38.19,+21 53 10.4,230.409,21.886
75168,15 21 38.93,+04 47 53.3,230.412,4.798
75169,15 21 39.37,-46 48 53.8,230.414,-46.815
75170,15 21 39.53,+14 18 53.1,230.415,14.315
75171,15 21 40.02,-08 39 23.6,230.417,-8.657
75172,15 21 40.35,-27 38 15.9,230.418,-27.638
75173,15 21 40.45,-53 32 27.6,230.419,-53.541
75174,15 21 43.72,+18 26 21.6,230.432,18.439
75175,15 21 44.91,+47 38 03.7,230.437,47.634
75176,15 21 46.70,-15 09 39.5,230.445,-15.161
75177,15 21 48.44,-36 15 40.2,230.452,-36.261
75178,15 21 48.61,+32 56 01.2,230.453,32.934
∗75179,15 21 49.00,-15 09 39.5,230.454,-15.161
∗75180,15 21 48.93,-07 10 55.3,230.454,-7.182
75181,15 21 49.57,-48 19 01.1,230.457,-48.317
75182,15 21 50.42,+65 11 15.6,230.46,65.188
75183,15 21 51.21,-71 08 47.0,230.463,-71.146
75184,15 21 51.22,-45 44 19.8,230.463,-45.739
75185,15 21 52.71,-09 20 18.3,230.47,-9.338
75186,15 21 52.85,-34 44 30.6,230.47,-34.742
75187,15 21 52.88,+20 58 38.8,230.47,20.977
75188,15 21 53.46,+42 36 09.5,230.473,42.603
75189,15 21 54.91,+16 30 08.0,230.479,16.502
75190,15 21 55.07,+28 06 56.7,230.479,28.116
75191,15 21 56.02,+19 10 45.8,230.483,19.179
75192,15 21 56.30,+21 28 50.5,230.485,21.481
75193,15 21 56.78,+18 35 53.2,230.487,18.598
75194,15 21 57.50,+10 30 15.0,230.49,10.504
75195,15 21 58.11,+44 15 26.8,230.492,44.257
∗75196,15 22 00.13,+05 35 47.7,230.501,5.597
∗75197,15 22 00.12,-57 08 43.0,230.5,-57.145
75198,15 22 00.42,+42 05 43.8,230.502,42.096
